"","stem","region","diversity","model","pairs","Df","SumsOfSqs","F.Model","R2","OmegaSq_degrad","OmegaSq_catchment","p.value","p.adjusted","sig","q_value"
"28","large","PGM","FD","large_PGM_FD_q1","LF vs SF",1,0.155703677956719,25.4216699184124,0.304737005903564,0.318342940335296,0.120382686316395,0.001,0.006,"*","q1"
"29","large","PGM","FD","large_PGM_FD_q1","UF vs LF",1,0.0292783436948164,16.3976517092461,0.229666541079285,0.282687652323037,0.293672733498352,0.001,0.006,"*","q1"
"30","large","PGM","FD","large_PGM_FD_q1","UF vs SF",1,0.221869761599372,22.2470007427242,0.451743261664742,0.479473726114653,0.186161489496973,0.001,0.006,"*","q1"
"31","large","PGM","FD","large_PGM_FD_q2","LF vs LBF",1,0.331466728048902,8.25990941575441,0.0876290828937914,0.104259339457231,0.260853590712793,0.001,0.006,"*","q2"
"32","large","PGM","FD","large_PGM_FD_q2","LBF vs SF",1,0.385808710959431,5.76033201562617,0.0903435072172216,0.0934324612180479,0.192808083583177,0.002,0.012,".","q2"
"33","large","PGM","FD","large_PGM_FD_q2","UF vs LBF",1,0.526941809980828,9.52836128555618,0.147661603297045,0.172688177729928,0.254409393652804,0.001,0.006,"*","q2"
"34","large","PGM","FD","large_PGM_FD_q2","LF vs SF",1,0.517118637310574,23.0961490630357,0.284799578400242,0.299490000555033,0.129542924309886,0.001,0.006,"*","q2"
"35","large","PGM","FD","large_PGM_FD_q2","UF vs LF",1,0.121867238280087,14.7121471180289,0.211041371213541,0.273165994368593,0.335847955650732,0.001,0.006,"*","q2"
"36","large","PGM","FD","large_PGM_FD_q2","UF vs SF",1,0.68828211275898,20.9015901207483,0.436344389989152,0.458685623385603,0.172250884205453,0.001,0.006,"*","q2"
"37","large","PGM","PD","large_PGM_PD_q0","LF vs LBF",1,0.601840569181312,4.32448367914448,0.0478772034225642,0.0427281429440539,0.120001543970706,0.001,0.006,"*","q0"
"38","large","PGM","PD","large_PGM_PD_q0","LBF vs SF",1,1.03780292293244,7.01761552486373,0.107934064764034,0.100574495545064,0.086984409081245,0.001,0.006,"*","q0"
"39","large","PGM","PD","large_PGM_PD_q0","UF vs LBF",1,1.34047914222099,9.61141197533853,0.148757188265861,0.146441503632067,0.104939132593826,0.001,0.006,"*","q0"
"40","large","PGM","PD","large_PGM_PD_q0","LF vs SF",1,1.74726922260659,13.4583538408142,0.188338425354647,0.188668759744345,0.0969200362675939,0.001,0.006,"*","q0"
"41","large","PGM","PD","large_PGM_PD_q0","UF vs LF",1,0.865178556117022,7.18437993251399,0.115533514048237,0.111310960439373,0.11368622837668,0.001,0.006,"*","q0"
"42","large","PGM","PD","large_PGM_PD_q0","UF vs SF",1,2.01258407019842,16.8127237545705,0.383740665126227,0.370347194702954,0.0644685147586993,0.001,0.006,"*","q0"
"43","large","PGM","PD","large_PGM_PD_q1","LF vs LBF",1,0.316144909168672,7.18945797003129,0.077148833426452,0.0887842212762495,0.244810481729307,0.001,0.006,"*","q1"
"44","large","PGM","PD","large_PGM_PD_q1","LBF vs SF",1,0.735686176409342,11.4451439226487,0.164808412455691,0.178590631855453,0.180060228819251,0.001,0.006,"*","q1"
"45","large","PGM","PD","large_PGM_PD_q1","UF vs LBF",1,0.670157440619022,12.8005703442597,0.188797384435918,0.221027835777631,0.247906358228773,0.001,0.006,"*","q1"
"46","large","PGM","PD","large_PGM_PD_q1","LF vs SF",1,1.03029188653757,30.1801078678707,0.342255284072601,0.355593724712979,0.111775063500779,0.001,0.006,"*","q1"
"47","large","PGM","PD","large_PGM_PD_q1","UF vs LF",1,0.264365662462431,12.8529802903868,0.189423960972393,0.219831333720481,0.240074325144975,0.001,0.006,"*","q1"
"48","large","PGM","PD","large_PGM_PD_q1","UF vs SF",1,1.15853553138517,29.0237863055006,0.518061848716051,0.543261029289571,0.171870554546488,0.001,0.006,"*","q1"
"49","large","PGM","PD","large_PGM_PD_q2","LF vs LBF",1,0.110686345568069,3.53835008068457,0.0395177047320629,0.0391322685450472,0.224066969486981,0.023,0.138,"","q2"
"50","large","PGM","PD","large_PGM_PD_q2","LBF vs SF",1,0.402725858156078,6.95343372538977,0.107052596399869,0.106425354710735,0.142217250965534,0.002,0.012,".","q2"
"51","large","PGM","PD","large_PGM_PD_q2","UF vs LBF",1,0.200836552460872,4.32713742626535,0.0729368989299936,0.0733829861823078,0.209285550976799,0.018,0.108,"","q2"
"52","large","PGM","PD","large_PGM_PD_q2","LF vs SF",1,0.470187699784563,28.5641714972812,0.329976836873883,0.312874790713087,-0.00832073119533367,0.001,0.006,"*","q2"
"53","large","PGM","PD","large_PGM_PD_q2","UF vs LF",1,0.0407552652642205,15.1215479172168,0.215647662756515,0.253766364011109,0.251369666098839,0.001,0.006,"*","q2"
"54","large","PGM","PD","large_PGM_PD_q2","UF vs SF",1,0.548052551041537,18.107272118342,0.401426893447166,0.389528023111035,0.0670147234980639,0.001,0.006,"*","q2"
"55","small","PGM","TD","small_PGM_TD_q0","LF vs LBF",1,1.18936621179597,4.62818471686681,0.0510678298514508,0.04784049363896,0.143477569889367,0.001,0.006,"*","q0"
"56","small","PGM","TD","small_PGM_TD_q0","LBF vs SF",1,1.5201302468335,5.44103382625949,0.0857652137441578,0.082148806597623,0.141671676844147,0.001,0.006,"*","q0"
"57","small","PGM","TD","small_PGM_TD_q0","UF vs LBF",1,2.57390273944659,10.0643741078766,0.15468333086844,0.158168830088098,0.136239678503621,0.001,0.006,"*","q0"
"58","small","PGM","TD","small_PGM_TD_q0","LF vs SF",1,2.5787321428977,10.30404273477,0.1508555324431,0.156632586560452,0.147161704917898,0.001,0.006,"*","q0"
"59","small","PGM","TD","small_PGM_TD_q0","UF vs LF",1,1.60182474754056,7.11804531601308,0.114589010001867,0.116448070020975,0.158962945306603,0.001,0.006,"*","q0"
