"","UF","LF","LBF","SF"
"UF",0.056764454832305,NA,NA,NA
"LF",0.0548000155568482,0.0503980271467439,NA,NA
"LBF",0.0818390506187475,0.0772906893895968,0.0896543119492745,NA
"SF",0.158067646195459,0.155644942938225,0.155746001499487,0.177152948473419
