"","UF","LF","LBF","SF"
"UF",0.0272831564067335,NA,NA,NA
"LF",0.0753841376919971,0.065153916230468,NA,NA
"LBF",0.201770894663816,0.173454510965836,0.238857830598186,NA
"SF",0.310158120808592,0.2582173675094,0.319105339304324,0.2678462506777
