"","UF","LF","LBF","SF"
"UF",0.438275007090173,NA,NA,NA
"LF",0.545642494497846,0.489605732906823,NA,NA
"LBF",0.604694410695117,0.541220543787519,0.529646358847881,NA
"SF",0.704378549497283,0.630002991228318,0.598084119068466,0.486146006498608
