"","UF","LF","LBF","SF"
"UF",0.758926615955881,NA,NA,NA
"LF",0.751312105361882,0.716044201368577,NA,NA
"LBF",0.837311477481994,0.819448351432767,0.776174969859087,NA
"SF",0.955666050026127,0.946443665270042,0.891448135146047,0.797993410390154
