"","UF","LF","LBF","SF"
"UF",0.0621197187924233,NA,NA,NA
"LF",0.0609315446393147,0.0552106024690698,NA,NA
"LBF",0.0707547038474052,0.0705098524500883,0.072029409856852,NA
"SF",0.130441332169909,0.129343503815241,0.126594930567061,0.127266639403202
