"","UF","LF","LBF","SF"
"UF",0.506473593584904,NA,NA,NA
"LF",0.719127852051889,0.651218469216253,NA,NA
"LBF",0.845720425993453,0.740442704548232,0.704424130267216,NA
"SF",0.912382527705089,0.849399073149562,0.814412219312328,0.694231808811493
