"","UF","LF","LBF","SF"
"UF",0.497421058056703,NA,NA,NA
"LF",0.496990794620782,0.467477510326704,NA,NA
"LBF",0.526955091308627,0.516057989267402,0.500735659264425,NA
"SF",0.570489430748632,0.563418134061327,0.547254543110739,0.498596862787066
