"","UF","LF","LBF","SF"
"UF",0.725625601598654,NA,NA,NA
"LF",0.724402652775188,0.692834782902802,NA,NA
"LBF",0.79183890449851,0.775623459918241,0.741087342511301,NA
"SF",0.910042710573775,0.899674774103588,0.842283843899522,0.742738220274412
