"","UF","LF","LBF","SF"
"UF",0.747522228167798,NA,NA,NA
"LF",0.738289509921809,0.690229266594637,NA,NA
"LBF",0.78751775804237,0.776870200440304,0.749241934453734,NA
"SF",0.840418018872175,0.842859918794169,0.824708812388199,0.737239708996978
