"","UF","LF","LBF","SF"
"UF",0.170282194395962,NA,NA,NA
"LF",0.267951335981184,0.231567824608685,NA,NA
"LBF",0.369156621430333,0.312502442198228,0.324624920911018,NA
"SF",0.395805284113572,0.370266624988236,0.387474605685573,0.323263838797159
