"","UF","LF","LBF","SF"
"UF",0.467707740897381,NA,NA,NA
"LF",0.677471015759272,0.615108583054101,NA,NA
"LBF",0.79255327843371,0.699997250511688,0.668140069133597,NA
"SF",0.948049146480329,0.856399754638395,0.805464863998654,0.679159607050579
