"","UF","LF","LBF","SF"
"UF",0.80154184299931,NA,NA,NA
"LF",0.783632325555354,0.716821630520989,NA,NA
"LBF",0.833248342032152,0.818080034090518,0.781490328330389,NA
"SF",0.890660754394481,0.90062809856404,0.884697590808727,0.79209552428302
