"","UF","LF","LBF","SF"
"UF",0.509078424989093,NA,NA,NA
"LF",0.513485167953386,0.499604149975068,NA,NA
"LBF",0.549607242971609,0.550494214768898,0.519614977664788,NA
"SF",0.660846415974958,0.6595739020032,0.608682197322517,0.5432812175171
