"","UF","LF","LBF","SF"
"UF",0.030280841305502,NA,NA,NA
"LF",0.0681279627768537,0.0585537996302861,NA,NA
"LBF",0.157392583266932,0.128021384761969,0.164358550160466,NA
"SF",0.199687414659559,0.161098374960184,0.194467668837496,0.155884909463434
