"","UF","LF","LBF","SF"
"UF",0.0677192263166273,NA,NA,NA
"LF",0.0597497565751958,0.0502566176087437,NA,NA
"LBF",0.108570774840274,0.100145808203222,0.132104862164226,NA
"SF",0.214176441741225,0.213034404904766,0.230754783490784,0.275468900302683
