"","UF","LF","LBF","SF"
"UF",0.058054446572267,NA,NA,NA
"LF",0.0593836338085133,0.0580204195062525,NA,NA
"LBF",0.0667906871608248,0.0669194507336253,0.0675248006423459,NA
"SF",0.0868577668587992,0.0873986622419161,0.0850757242142314,0.080355881854196
