"","UF","LF","LBF","SF"
"UF",0.0694387947950628,NA,NA,NA
"LF",0.145944737075124,0.143226459793255,NA,NA
"LBF",0.27096026712724,0.25151611682616,0.286313333087017,NA
"SF",0.244925585054027,0.253953530812563,0.302129504612391,0.234577662472446
