"","UF","LF","LBF","SF"
"UF",0.599127997248421,NA,NA,NA
"LF",0.744544952540562,0.670016865755553,NA,NA
"LBF",0.829635713947871,0.740773236997603,0.722191732452537,NA
"SF",0.899056375765309,0.846015720098938,0.814734829195001,0.70683395810812
