"","UF","LF","LBF","SF"
"UF",0.0377711539243623,NA,NA,NA
"LF",0.0722409407804026,0.0669034117351507,NA,NA
"LBF",0.142141175717049,0.12808817771371,0.152833064849851,NA
"SF",0.135586759150427,0.134903663535979,0.164209130367049,0.129905132318975
