"","UF","LF","LBF","SF"
"UF",0.258341435968115,NA,NA,NA
"LF",0.251718328215596,0.228619913667863,NA,NA
"LBF",0.277347054997017,0.27006214283907,0.263189701784677,NA
"SF",0.359366573946988,0.358460477138589,0.344122902951883,0.323181445521989
