"Region","Plot","Order.q","Size","qD","qAUC","qPD","Degrad"
"PGM","369_7",1,"small",57.0806802276767,8.30586539566285,8.28215169200616,"Logged"
"PGM","369_7",2,"small",37.334672021419,6.17645608903361,2.80182797152751,"Logged"
"PGM","369_8",0,"small",68,9.79757970133555,25.8126567249316,"Logged"
"PGM","369_8",1,"small",47.9064453856423,7.35291938970357,8.01814099082698,"Logged"
"PGM","369_8",2,"small",33.2,5.78728215209694,2.95036523434819,"Logged"
"PGM","423_1",0,"small",37,6.25112072824679,13.2814223801635,"Logged-and-burned"
"PGM","423_1",1,"small",15.4767147653776,3.5993875416294,3.94813354034486,"Logged-and-burned"
"PGM","423_1",2,"small",8.12284069097888,2.70914405727698,2.2015135587181,"Logged-and-burned"
"PGM","423_5",0,"small",38,6.35829800471077,14.8588369837644,"Logged-and-burned"
"PGM","423_5",1,"small",16.5152892540989,3.83424302160429,4.53232517970868,"Logged-and-burned"
"PGM","423_5",2,"small",10.7621988882026,3.12608553920578,2.44369475954148,"Logged-and-burned"
"PGM","423_6",0,"small",41,6.95199687750886,13.973255332246,"Logged-and-burned"
"PGM","423_6",1,"small",12.8809517980397,3.35181686273683,3.83826403474123,"Logged-and-burned"
"PGM","423_6",2,"small",5.49966635526491,2.29344133168235,2.09478108067949,"Logged-and-burned"
"PGM","423_7",0,"small",59,8.69807574193619,20.4640949004083,"Logged"
"PGM","423_7",1,"small",32.9602406629127,5.74499760637023,6.16258704210414,"Logged"
"PGM","423_7",2,"small",15.776628119294,3.91626567171007,2.63313787218274,"Logged"
"PGM","423_9",0,"small",32,5.77973543681676,13.2822797193809,"Logged-and-burned"
"PGM","423_9",1,"small",16.0605028803079,3.78919236717214,4.64001775834664,"Logged-and-burned"
"PGM","423_9",2,"small",10.3676018840876,3.05502050480589,2.49150267746206,"Logged-and-burned"
"PGM","44_1",0,"small",9,2.66946432424874,4.61249120343397,"Logged-and-burned"
"PGM","44_1",1,"small",8.54923454974006,2.59547118622482,2.97439808810356,"Logged-and-burned"
"PGM","44_1",2,"small",8.06666666666666,2.53045137626133,1.96117711552473,"Logged-and-burned"
